,matched_merk,matched_handelsbenaming,symptoom,count_sleuteltijd_incident_merk,average_sleuteltijd_incident_merk,suggestie
4262,RENAULT,MÉGANE,Vering / Wielophanging,66.0,24.0,26.53754878695048
4269,FORD,MONDEO,Start niet,5429.0,22.97089703444465,25.446016280024025
4270,FORD,MONDEO,Accu,4831.0,20.49927551231629,22.797767200572466
4272,FORD,MONDEO,Afgeslagen tijdens rijden,953.0,26.651626442812173,29.28526621608914
4275,CITROEN,C3,Remmen,234.0,26.243589743589745,28.75201340275882
4276,CITROEN,C3,Stuurinrichting,441.0,23.988662131519273,26.35656119287082
4277,CITROEN,C3,Carrosserie,983.0,24.255340793489317,26.64101072908768
4278,PEUGEOT,107,Anders,867.0,19.54555940023068,21.564085428235025
4279,SUZUKI,SWIFT,Versnellingsbak,488.0,22.096311475409838,24.266236412185716
4286,OPEL,MERIVA,Remmen,320.0,22.74375,24.903703426548574
4287,OPEL,MERIVA,Versnellingsbak,665.0,22.338345864661655,24.49845435983822
4292,OPEL,CORSA,Sleutel in voertuig,1245.0,12.255421686746988,13.63161963255204
4298,FIAT,IDEA,Anders,354.0,22.076271186440678,24.281085751661337
4300,VOLKSWAGEN,UP!,Lekke band - geen reserve,3392.0,18.154186320754718,19.84379435834603
4301,VOLKSWAGEN,UP!,Start niet,3188.0,18.301442910915934,20.43340525339862
4303,AUDI,Q7,Accu,610.0,17.46065573770492,19.55173068227454
4305,AUDI,Q7,Start niet,517.0,25.891682785299807,29.03493368240461
4314,SUZUKI,SWIFT,Lekke band,1864.0,16.615343347639485,18.046025092752707
4321,MERCEDES,GLE,Anders,2687.0,24.755117231112767,27.227932158960968
4325,AUDI,A8,Start niet,316.0,24.082278481012658,26.679335342146782
4518,VOLKSWAGEN,GOLF,Versnellingsbak,2243.0,23.380294248773964,25.551373589836263
4519,VOLKSWAGEN,TOUAREG,Sloten,56.0,29.696428571428573,32.817912437472735
4520,VOLKSWAGEN,TOUAREG,Start niet,336.0,24.491071428571427,27.265347936286187
4521,VOLKSWAGEN,TOUAREG,Accu,520.0,18.073076923076922,20.314836622415278
4527,TOYOTA,COROLLA,Verlichting,514.0,20.394941634241246,22.48993176159152
4528,BMW,X6,Accu,168.0,22.446428571428573,25.18068032381412
4534,JAGUAR,XJR,Accu,49.0,21.408163265306122,23.982844987264734
4542,CHEVROLET,HHR,Start niet,62.0,24.919354838709676,27.69749971867684
4544,CHEVROLET,HHR,Accu,65.0,20.476923076923075,23.001164442393865
4552,PEUGEOT,106,Stottert / verliest vermogen,254.0,23.606299212598426,25.779077413790276
4553,PEUGEOT,106,Accu,1248.0,18.37580128205128,20.421875790891725
4554,HYUNDAI,ACCENT,Start niet,408.0,18.83578431372549,20.96020355499139
4556,RENAULT,CLIO,Afgeslagen tijdens rijden,2276.0,23.467047451669597,25.850582723558922
4558,NISSAN,PRIMERA,Start niet,675.0,19.97925925925926,22.228752597091916
4559,NISSAN,PRIMERA,Accu,987.0,18.267477203647417,20.288590704261228
4560,NISSAN,PRIMERA,Raammechaniek,75.0,21.613333333333333,23.836127411405684
4561,NISSAN,PRIMERA,Lekke band,246.0,17.10569105691057,18.649299565398508
4564,DAIHATSU,CUORE,Anders,217.0,20.152073732718893,22.23253796293542
4566,DAIHATSU,CUORE,Verlichting,141.0,16.80851063829787,18.40383006491698
4571,PEUGEOT,107,Stottert / verliest vermogen,1324.0,25.097432024169184,27.384516551208907
4575,OPEL,AGILA,Anders,517.0,21.79497098646035,24.04206471921911
4576,OPEL,AGILA,Sloten,378.0,22.12169312169312,24.914402960366186
4579,OPEL,AGILA,Carrosserie,410.0,21.734146341463415,24.149705874563804
4580,OPEL,AGILA,Lekke band,2743.0,15.984688297484507,17.362583172050112
4581,AUDI,A4,Koppeling,171.0,19.461988304093566,21.427554104673305
4583,AUDI,A4,Accu,4350.0,19.176321839080458,21.39632510305
4585,SEAT,CORDOBA,Stottert / verliest vermogen,357.0,24.85434173669468,27.022260650136378
4586,SEAT,CORDOBA,Sloten,117.0,18.82905982905983,21.1573770342442
4588,SEAT,CORDOBA,Anders,153.0,20.915032679738562,22.98012896757082
4590,CITROEN,XSARA,Versnellingsbak,259.0,19.62162162162162,21.6224554358679
4595,HONDA,JAZZ,Raammechaniek,29.0,26.20689655172414,29.049663494620727
4601,KIA,PICANTO,Afgeslagen tijdens rijden,643.0,24.12908242612753,26.63766782095259
4604,SEAT,IBIZA,Lekkage,1608.0,24.134328358208954,26.292095642724398
4605,SEAT,IBIZA,Sleutel in voertuig,1526.0,19.731979030144167,21.894127481550306
4613,FORD,FOCUS C-MAX,Afgeslagen tijdens rijden,4133.0,23.98887007016695,26.40053267609089
4617,BMW,X5,Bijgeluiden,605.0,24.499173553719007,26.80038908182414
4620,PEUGEOT,206,Slaat niet aan,395.0,23.620253164556964,26.167800185404147
4622,RENAULT,CLIO,Lekke band,5048.0,18.416798732171156,20.042396044959403
4629,CITROEN,C1,Sloten,386.0,17.924870466321245,20.3849799971841
4631,CITROEN,C1,Verlichting,878.0,17.315489749430522,19.113647367976924
4633,CITROEN,C1,Carrosserie,899.0,14.819799777530589,16.364734806252596
4634,CHEVROLET,MATIZ,Accu,3939.0,17.371667936024373,19.2880100915464
4641,FORD,MONDEO,Controlelampjes / dashboardmeldingen,451.0,24.02217294900222,26.20409616339944
4644,AUDI,A4,Stottert / verliest vermogen,1711.0,27.343658679135007,29.793567186279144
4734,DAIHATSU,TERIOS,Bijgeluiden,32.0,19.375,21.54327380427901
4735,DAIHATSU,TERIOS,Lekke band,167.0,19.25748502994012,20.61937683789975
4737,DAIHATSU,TERIOS,Accu,743.0,16.267833109017495,18.05501541345418
4739,AUDI,A6,Anders,364.0,24.37087912087912,26.884103622547453
4741,SUZUKI,ALTO,Koppeling,536.0,25.067164179104477,27.585504604681073
4742,SUZUKI,JIMMY,Accu,399.0,16.19799498746867,18.166854670644344
4743,SUZUKI,JIMMY,Koppeling,33.0,23.696969696969695,26.008164045825243
4748,MAZDA,PREMACY,Verlichting,54.0,22.074074074074073,24.2293148710807
4749,MAZDA,PREMACY,Start niet,228.0,21.32894736842105,23.905346010274357
4750,MAZDA,PREMACY,Bijgeluiden,52.0,23.596153846153847,26.010314207204615
4753,VOLVO,V50,Start niet,5058.0,22.1075523922499,24.45254392305696
4754,BMW,X1,Lekke band - geen reserve,2790.0,21.39677419354839,23.493348072959776
4755,BMW,X1,Carrosserie,512.0,23.79296875,26.13324246844369
4757,BMW,X1,Start niet,3447.0,23.207716855236438,25.790927170227228
4764,OUD,OUD,Lekke band - geen reserve,1557.0,21.29800899165061,23.41785550021581
4765,OUD,OUD,Koelprobleem,3574.0,29.86094012311136,32.61655025505162
4767,AUDI,Q5,Anders,66.0,23.303030303030305,25.302371103485203
4773,OUD,OUD,Verlichting,1069.0,25.54911131898971,28.207802302454425
4779,CHRYSLER,NEON,Accu,1025.0,16.640975609756097,18.597914954666155
4780,CHRYSLER,NEON,Versnellingsbak,39.0,27.128205128205128,29.69560231993082
4781,CHRYSLER,NEON,Bijgeluiden,96.0,23.354166666666668,25.806778727521916
4782,CHRYSLER,NEON,Lekke band,252.0,21.623015873015873,23.637462399108916
4783,FORD,MONDEO,Lekke band - geen reserve,899.0,19.489432703003338,21.437508567196165
4784,FORD,MONDEO,Sloten,322.0,20.400621118012424,22.676027827202525
4786,FORD,MONDEO,Koelprobleem,483.0,27.041407867494826,29.6246833006628
4788,FORD,MONDEO,Remmen,175.0,24.382857142857144,26.863593665461124
4795,CITROEN,BERLINGO,Lekkage,257.0,25.003891050583658,27.62612725369125
4796,CITROEN,BERLINGO,Koelprobleem,412.0,27.611650485436893,30.17442296421347
4798,FIAT,PUNTO,Remmen,286.0,21.36013986013986,23.57486163655485
4799,PEUGEOT,208,Start niet,1913.0,21.702561421850497,24.042957262225805
4802,RENAULT,CLIO,Stottert / verliest vermogen,3175.0,25.05007874015748,27.31266646127437
4806,VOLKSWAGEN,EOS,Lekkage,29.0,30.689655172413794,33.11930575849471
4807,VOLKSWAGEN,EOS,Lekke band,122.0,21.114754098360656,23.24989659744516
4809,MERCEDES,GLE,Koelprobleem,1410.0,25.809929078014186,28.2394660742041
4810,MERCEDES,GLE,Versnellingsbak,2098.0,26.373689227836035,28.886380250714204
4811,MERCEDES,GLE,Bijgeluiden,2584.0,24.433049535603715,26.804846693000034
4813,MERCEDES,GLE,Elektronica,1516.0,27.461081794195252,30.037173422344694
4900,BMW,3 SERIES,Lekkage,213104.0,28.491356333058036,31.11103464285714
5155,BMW,3 SERIES,Lekke band,177155.0,20.140238773955012,22.035670909928733
5838,PEUGEOT,206,Vering / Wielophanging,47.0,22.5531914893617,24.41380372484813
5840,RENAULT,KANGOO,Afgeslagen tijdens rijden,962.0,23.853430353430355,26.238027455243863
5842,RENAULT,KANGOO,Anders,422.0,24.02132701421801,26.50855719451603
5843,RENAULT,KANGOO,Start niet,3446.0,22.466627974463147,24.898086793434853
5844,SUZUKI,WAGON R+,Controlelampjes / dashboardmeldingen,290.0,20.851724137931033,22.800638344645385
5845,SUZUKI,WAGON R+,Accu,3989.0,17.038856856354975,18.908601714398692
5846,SUZUKI,WAGON R+,Lekke band - geen reserve,235.0,16.378723404255318,17.849963514901816
5847,SKODA,CITIGO,Start niet,671.0,18.627421758569298,20.782329121398625
5848,HONDA,CIVIC,Accu,6513.0,16.236910793797023,18.13879676088478
5849,HONDA,CIVIC,Start niet,3289.0,17.98297354819094,20.12047602372846
5855,CITROEN,C5,Start niet,2034.0,22.911504424778762,25.35387377114371
5857,CITROEN,C5,Accu,2290.0,19.381222707423582,21.48234624270542
5858,CITROEN,C5,Controlelampjes / dashboardmeldingen,471.0,25.492569002123144,27.792709511156357
5862,MAZDA,MX 5,Accu,885.0,18.315254237288137,20.395276233866653
5864,MAZDA,MX 5,Remmen,65.0,27.323076923076922,29.966907731989217
5865,MERCEDES,GLE,Controlelampjes / dashboardmeldingen,2596.0,25.10708782742681,27.489334719860178
5866,MERCEDES,GLE,Afgeslagen tijdens rijden,4851.0,26.436817151102865,29.091035002395262
5870,FORD,FOCUS C-MAX,Lekkage,1888.0,26.42425847457627,28.82024868851051
5871,HYUNDAI,TUCSON,Sleutel in voertuig,88.0,13.034090909090908,14.365368917759135
5872,HYUNDAI,TUCSON,Versnellingsbak,105.0,21.676190476190477,23.849647678159545
5874,TOYOTA,YARIS,Slaat niet aan,245.0,19.089795918367347,21.273195988175384
5875,RENAULT,KANGOO,Accu,2959.0,19.931733693815477,22.091359200507387
5878,VOLKSWAGEN,LUPO,Accu,2040.0,17.209313725490198,19.14909707677399
5880,OPEL,ZAFIRA,Lekke band - geen reserve,2403.0,20.444028297960884,22.33114085235128
5887,BMW,X5,Lekke band - geen reserve,1686.0,22.94661921708185,25.187926447965964
5891,TOYOTA,AVENSIS,Start niet,2028.0,20.26775147928994,22.49251525907134
5894,VOLVO,V90,Uitlaat,44.0,16.59090909090909,18.437208458039333
5898,VOLVO,V90,Bijgeluiden,1545.0,23.71779935275081,26.069351399436364
5914,OPEL,ASTRA,Lekkage,3045.0,27.502134646962233,29.958771572618254
5919,VOLKSWAGEN,POLO,Bijgeluiden,2755.0,21.08421052631579,23.18678143773935
5920,AUDI,A6,Versnellingsbak,271.0,27.40221402214022,29.877275615171573
5925,NISSAN,QASHQAI,Verlichting,441.0,21.984126984126984,24.336164302167354
5926,VOLVO,XC40,Anders,37.0,25.43243243243243,27.37296732664992
5927,VOLVO,XC40,Start niet,461.0,25.36876355748373,28.134143270145515
5930,OPEL,ZAFIRA,Remmen,550.0,26.17818181818182,28.614237301730373
6187,FORD,FOCUS C-MAX,Dynamo,169.0,22.106508875739646,24.084199724854987
6191,OPEL,AGILA,Slaat niet aan,171.0,20.760233918128655,22.879281034432243
6192,OPEL,AGILA,Sleutel in voertuig,827.0,10.7726723095526,11.919456107722528
6195,HYUNDAI,ATOS,Koelprobleem,180.0,25.783333333333335,28.459169103151638
6196,RENAULT,MÉGANE,Verkeerde brandstof,842.0,50.742280285035626,53.61473116518112
6206,VOLVO,V90,Stottert / verliest vermogen,4060.0,28.353448275862068,30.918022082992223
6210,VOLVO,V90,Koelprobleem,1284.0,25.652647975077883,28.081430041170915
6214,VOLVO,V90,Lekke band - geen reserve,4100.0,20.68780487804878,22.6567522589729
6219,VOLKSWAGEN,PASSAT,Sleutel in voertuig,628.0,20.38216560509554,22.889701712456088
6220,VOLKSWAGEN,PASSAT,Carrosserie,605.0,21.507438016528926,23.70737117772794
6221,VOLKSWAGEN,PASSAT,Versnellingsbak,512.0,24.958984375,27.20930860478836
6223,VOLKSWAGEN,PASSAT,Lekke band,2055.0,18.215085158150853,19.91227353388223
6224,VOLKSWAGEN,PASSAT,Afgeslagen tijdens rijden,1307.0,25.253251721499616,27.871656278778232
6226,CITROEN,C8,Lekke band,118.0,20.322033898305083,22.19469976401346
6227,CITROEN,C8,Anders,45.0,24.044444444444444,26.816209553212108
6228,CITROEN,C8,Accu,191.0,19.078534031413614,21.400892173661543
6233,CITROEN,C3,Anders,1342.0,22.865126676602088,25.05653220427587
6236,CITROEN,C3,Controlelampjes / dashboardmeldingen,1642.0,23.519488428745433,25.744477006978386
6238,VOLKSWAGEN,TIGUAN,Controlelampjes / dashboardmeldingen,307.0,24.0814332247557,26.310139064102124
6239,FORD,KA,Afgeslagen tijdens rijden,894.0,24.9586129753915,27.47464623093551
6244,RENAULT,TWINGO,Bijgeluiden,908.0,24.084801762114537,26.474871161112297
6260,RENAULT,MÉGANE,Ruitenwisser / motor,532.0,22.024436090225564,24.43200433318911
6272,CHEVROLET,SS,Lekke band,140.0,16.82857142857143,18.28253507237147
6274,CHEVROLET,SS,Start niet,329.0,19.03647416413374,21.219463521989436
6275,SKODA,YETI,Lekke band - geen reserve,311.0,20.774919614147908,22.62546486805263
6276,FORD,KA,Koelprobleem,3271.0,31.63955976765515,34.683542447813814
6277,FORD,GRAND C-MAX,Lekke band - geen reserve,289.0,19.996539792387544,21.754668159336692
6278,VOLVO,C30,Stottert / verliest vermogen,573.0,24.89005235602094,27.13632613502372
6279,VOLVO,C30,Accu,1186.0,19.80185497470489,21.9186164546596
6280,VOLVO,C30,Verlichting,95.0,17.431578947368422,19.442094834432947
6281,VOLVO,C30,Lekke band,470.0,17.73617021276596,19.485281418617134
6282,NISSAN,QASHQAI,Lekke band,1195.0,18.676987447698746,20.282552423371875
6284,RENAULT,LAGUNA,Accu,2807.0,17.25044531528322,19.215333658531915
6286,RENAULT,LAGUNA,Stottert / verliest vermogen,536.0,26.240671641791046,28.555085618831658
6287,RENAULT,LAGUNA,Start niet,2148.0,21.49534450651769,23.85800145551525
6288,VOLVO,XC60,Afgeslagen tijdens rijden,339.0,29.141592920353983,31.999746977492492
6289,VOLVO,XC60,Lekke band - geen reserve,1524.0,20.424540682414698,22.316520550025785
6290,VOLVO,XC60,Start niet,2068.0,20.715183752417794,23.03283681317833
6292,TOYOTA,YARIS,Start niet,9979.0,18.32728730333701,20.302983599870192
6299,VOLKSWAGEN,PASSAT,Accu,4659.0,18.383129426915648,20.5075592402673
6304,RENAULT,CLIO,Stuurinrichting,241.0,25.33609958506224,27.77145972142317
6305,PEUGEOT,407,Start niet,1090.0,23.81651376146789,26.34236073811306
6307,AUDI,80,Start niet,143.0,24.39160839160839,26.986574500951214
6317,DACIA,SANDERO,Start niet,772.0,22.050518134715027,24.29359457568216
6318,VOLKSWAGEN,TOURAN,Afgeslagen tijdens rijden,695.0,25.650359712230216,28.197994045122314
6319,VOLKSWAGEN,TOURAN,Stottert / verliest vermogen,1349.0,25.916975537435135,28.205673542767
6321,PEUGEOT,206,Lekkage,1233.0,24.881589618815894,27.21525609157628
6323,RENAULT,LAGUNA,Anders,383.0,23.77545691906005,26.16624448954149
6358,PEUGEOT,307,Carrosserie,1346.0,22.901931649331353,25.404920752643633
6360,OUD,OUD,Elektronica,954.0,27.744234800838573,30.458266168276722
6362,SEAT,ALTEA,Anders,350.0,23.28,25.653780851318412
6363,SEAT,ALTEA,Stottert / verliest vermogen,755.0,26.629139072847682,28.871567706110532
6364,NISSAN,X-TRAIL,Accu,610.0,16.736065573770492,18.847474646362603
6365,NISSAN,X-TRAIL,Afgeslagen tijdens rijden,132.0,25.242424242424242,27.51026353850897
6367,MAZDA,323,Afgeslagen tijdens rijden,192.0,22.4375,24.93956524642788
6369,VOLVO,V60,Geen brandstof,72.0,15.527777777777779,17.509290039932726
6373,FORD,FIESTA,Koelprobleem,2116.0,25.563327032136105,27.931921449196285
6375,TOYOTA,STARLET,Accu,1391.0,16.05823148813803,17.891839868596342
6463,FORD,S-MAX,Anders,193.0,24.015544041450777,26.254918780702322
6464,FORD,S-MAX,Koelprobleem,209.0,27.196172248803826,29.85968689033959
6466,FORD,S-MAX,Afgeslagen tijdens rijden,261.0,28.14176245210728,30.747916030112332
6468,FORD,S-MAX,Start niet,1606.0,22.64445828144458,25.134425023927992
6471,FORD,S-MAX,Lekkage,254.0,27.523622047244096,29.920866480674103
6475,SUZUKI,SPLASH,Accu,1174.0,18.003407155025553,19.87671194558306
6476,SUZUKI,SPLASH,Lekke band,200.0,17.365,18.910967338776214
6479,ALFA,ROMEO SPIDER,Accu,220.0,19.78181818181818,21.89113039376595
6480,ALFA,ROMEO SPIDER,Start niet,96.0,23.1875,25.746105834392917
6487,SEAT,ALTEA,Lekke band,680.0,17.777941176470588,19.337482598791205
6489,PORSCHE,CAYENNE / CAYENNE S,Lekke band - geen reserve,156.0,23.21153846153846,25.379026129684064
6492,OPEL,ASTRA,Lekke band,6632.0,17.008896260554884,18.486963718343734
6501,RENAULT,CLIO,Elektronica,515.0,23.466019417475728,25.799585806444128
6504,SUZUKI,IGNIS,Koppeling,215.0,28.251162790697673,30.763957002986952
6507,OPEL,MERIVA,Lekke band - geen reserve,1332.0,17.784534534534533,19.39301159253015
6512,SUZUKI,SX 4,Start niet,698.0,19.558739255014327,21.692608059140806
6514,SUZUKI,WAGON R+,Stottert / verliest vermogen,324.0,24.49074074074074,26.661223755423848
6516,SUZUKI,WAGON R+,Start niet,1877.0,18.838039424613747,20.777044317121405
6521,FORD,KA,Ruitenwisser / motor,120.0,16.916666666666668,19.040978220990077
6522,FORD,KA,Lekke band - geen reserve,2566.0,19.747856586126268,21.62460691117076
6533,JEEP,GRAND CHEROKEE,Accu,753.0,19.333333333333332,21.47902266610403
6535,JEEP,GRAND CHEROKEE,Anders,93.0,23.72043010752688,26.20015539826607
6537,JEEP,GRAND CHEROKEE,Lekke band,153.0,22.41176470588235,24.166333597919373
6539,VOLVO,V50,Bijgeluiden,877.0,21.009122006841505,22.97751476323522
6540,VOLVO,V50,Stottert / verliest vermogen,1948.0,26.233572895277206,28.700894116765703
6545,DACIA,SANDERO,Lekke band,488.0,17.270491803278688,18.827770295570595
6548,AUDI,A4,Lekke band,2675.0,18.784299065420562,20.449170193265715
6720,MERCEDES,GLE,Lekkage,1962.0,26.511213047910296,28.919060334725806
6721,FIAT,500,Versnellingsbak,1264.0,24.990506329113924,27.419920374167408
6729,BMW,5 SERIES,Anders,12101.0,27.762664242624577,30.366964220955996
6783,BMW,5 SERIES,Controlelampjes / dashboardmeldingen,9888.0,26.338693365695793,28.914332582895717
6837,VOLVO,V50,Lekkage,364.0,24.585164835164836,26.930465568627117
6838,VOLVO,V50,Koelprobleem,293.0,26.023890784982935,28.543932870683747
6854,VOLVO,V50,Carrosserie,319.0,19.683385579937305,21.690020011339943
6858,OPEL,ASTRA,Anders,2251.0,23.472678809418035,25.849069075655418
6868,SUZUKI,WAGON R+,Raammechaniek,36.0,25.416666666666668,27.890107734144465
6869,PEUGEOT,107,Versnellingsbak,476.0,20.756302521008404,22.83690159950268
6870,FORD,KA,Stottert / verliest vermogen,1566.0,26.28927203065134,28.73680832791179
6884,NISSAN,NOTE,Accu,2287.0,19.228683865325753,21.200661265179964
6886,TOYOTA,AYGO,Verlichting,933.0,19.39764201500536,21.269320240876848
6889,TOYOTA,AYGO,Geen brandstof,483.0,12.385093167701863,13.69697501983994
6892,SAAB,9-5,Lekke band - geen reserve,274.0,21.802919708029197,23.835052195062072
6988,VOLKSWAGEN,PASSAT,Bijgeluiden,635.0,22.839370078740156,25.10818428643522
6989,CHEVROLET,KALOS,Accu,1546.0,15.082794307891332,16.787639212982807
6993,CHEVROLET,KALOS,Verlichting,150.0,17.553333333333335,19.371989725790552
6999,HYUNDAI,I10,Lekke band,1091.0,17.168652612282308,18.781829936975353
7002,OPEL,CORSA,Afgeslagen tijdens rijden,4502.0,24.90648600621946,27.38745564096424
7009,PEUGEOT,306,Accu,1403.0,18.5032074126871,20.53833518336243
7010,PEUGEOT,306,Lekkage,135.0,27.037037037037038,29.531004884041195
8205,PEUGEOT,206,Remmen,585.0,29.58803418803419,32.152179956022856
8210,VOLKSWAGEN,TIGUAN,Lekke band - geen reserve,1339.0,20.728155339805824,22.64129017484363
8215,OPEL,MERIVA,Accu,6060.0,18.91089108910891,20.999788378173218
8216,OPEL,MERIVA,Lekke band,3383.0,16.443689033402304,17.88546643006844
8219,MINI,MINI COOPER S,Bijgeluiden,72.0,24.541666666666668,26.831377846866562
8220,MINI,MINI COOPER S,Koelprobleem,116.0,28.120689655172413,30.485719267559173
8221,PEUGEOT,5008,Lekke band - geen reserve,1052.0,22.223384030418252,24.218819200862875
8222,PEUGEOT,5008,Versnellingsbak,71.0,23.718309859154928,26.177209843865338
8223,PEUGEOT,107,Lekke band,3302.0,16.320411871592974,17.684520727378395
8226,PEUGEOT,107,Bijgeluiden,717.0,20.02370990237099,22.166480139483113
8228,PEUGEOT,206,Controlelampjes / dashboardmeldingen,2157.0,22.441817338896616,24.58840649507711
8231,MAZDA,2,Anders,225.0,23.573333333333334,25.761617274494274
8232,MAZDA,2,Start niet,1819.0,19.280923584387025,21.381110539903965
8244,TOYOTA,AURIS,Stottert / verliest vermogen,230.0,27.230434782608697,29.959117708276054
8248,VOLKSWAGEN,POLO,Multiriem / V-snaar,93.0,23.311827956989248,25.7884557314519
8254,VOLKSWAGEN,UP!,Sleutel in voertuig,284.0,18.440140845070424,20.30065162629241
8256,VOLKSWAGEN,TIGUAN,Carrosserie,137.0,20.598540145985403,22.81837170661751
8258,CHEVROLET,SPARK,Afgeslagen tijdens rijden,482.0,26.182572614107883,28.95493904108961
8260,CHEVROLET,SPARK,Anders,465.0,23.283870967741937,25.652536250653267
8262,CHEVROLET,SPARK,Lekke band - geen reserve,1949.0,20.578245253976398,22.54841416213626
8264,CHEVROLET,SPARK,Verlichting,313.0,19.04153354632588,21.076311578255506
8272,CITROEN,BERLINGO,Anders,557.0,24.666068222621185,27.12185440698137
8273,TOYOTA,PRIUS,Afgeslagen tijdens rijden,367.0,28.1716621253406,31.043474527379836
8280,OPEL,ASTRA,Afgeslagen tijdens rijden,3218.0,23.847731510254818,26.24304291067309
8282,OPEL,ASTRA,Koppeling,1963.0,20.40193581253184,22.45956279882546
8284,OPEL,ASTRA,Bijgeluiden,1466.0,21.84174624829468,23.89510675294523
8292,HONDA,INSIGHT,Lekke band - geen reserve,1081.0,22.283071230342276,24.45688019639853
8296,PEUGEOT,107,Lekke band - geen reserve,1534.0,17.48761408083442,19.064355800986313
8297,PEUGEOT,107,Verkeerde brandstof,301.0,53.05980066445183,56.280052093937265
8298,BMW,3 SERIES,Stuurinrichting,43521.0,25.691137611727672,28.149934450839087
8808,RENAULT,TRAFIC,Accu,196.0,17.244897959183675,19.17996638069191
8810,FIAT,PANDA,Verlichting,812.0,25.594827586206897,27.935780265484638
8811,FORD,C-MAX,Slaat niet aan,63.0,23.349206349206348,25.83202519095088
8812,FORD,C-MAX,Start niet,3195.0,19.454460093896714,21.685033909224714
8814,FORD,C-MAX,Stottert / verliest vermogen,469.0,26.228144989339018,28.695007958372265
8815,CITROEN,XANTIA,Afgeslagen tijdens rijden,36.0,32.25,35.00663809221098
8816,CITROEN,XANTIA,Lekke band,100.0,18.47,19.931545725966487
8817,CITROEN,XANTIA,Start niet,205.0,19.86341463414634,21.903639957173947
8818,OPEL,CORSA,Lekkage,2594.0,25.6106399383192,27.924473634991767
8830,CITROEN,C4,Stottert / verliest vermogen,2832.0,27.858757062146893,30.299233098247885
8835,VOLKSWAGEN,POLO,Dynamo,203.0,21.226600985221676,23.467860651345074
8840,KIA,CARENS,Start niet,420.0,19.504761904761907,21.40864080282939
8849,BMW,X5,Controlelampjes / dashboardmeldingen,623.0,24.739967897271267,27.0545074933416
8851,HYUNDAI,I20,Accu,2530.0,18.021343873517786,20.01316622851549
8856,PEUGEOT,307,Stuurinrichting,339.0,25.227138643067846,27.633143201625753
8860,RENAULT,TWINGO,Anders,1067.0,22.99812558575445,25.370590148395223
8862,VOLKSWAGEN,LUPO,Anders,302.0,21.516556291390728,23.877198334396553
8866,VOLKSWAGEN,LUPO,Koppeling,174.0,21.919540229885058,24.318805116306788
8867,VOLKSWAGEN,LUPO,Start niet,1360.0,21.366911764705883,23.725950711426048
8966,OPEL,KARL,Start niet,2329.0,16.661227994847575,18.47959888712473
8968,TOYOTA,AYGO,Accu,8729.0,17.896208042158325,19.79933888083142
8976,MITSUBISHI,OUTLANDER,Start niet,5331.0,23.321328081035453,25.817976592981417
8979,PEUGEOT,308,Afgeslagen tijdens rijden,1018.0,25.92141453831041,28.380467314625914
8984,MERCEDES,GLE,Slaat niet aan,577.0,25.582322357019063,28.308055770994855
8989,CITROEN,C3,Sloten,868.0,17.214285714285715,19.02061931514894
8992,PEUGEOT,PARTNER,Start niet,1361.0,21.005143277002205,23.385176131745446
8993,PEUGEOT,PARTNER,Anders,467.0,24.522483940042825,27.095785522998796
8994,HONDA,CIVIC,Bijgeluiden,396.0,20.96969696969697,22.935330064593224
9001,DACIA,SANDERO,Afgeslagen tijdens rijden,199.0,23.673366834170853,25.951917231707856
9002,DACIA,SANDERO,Lekke band - geen reserve,297.0,18.77104377104377,20.589204499832192
9009,OPEL,KARL,Lekke band,841.0,16.15576694411415,17.514455201979864
9012,HYUNDAI,TUCSON,Lekke band,431.0,18.241299303944317,19.81289703905249
9013,HYUNDAI,TUCSON,Afgeslagen tijdens rijden,233.0,22.716738197424892,25.127046837898405
9441,OPEL,KARL,Lekke band - geen reserve,1868.0,17.985546038543898,19.635376615166177
9445,KIA,C´EED,Anders,204.0,24.357843137254903,26.69245604980879
9448,KIA,C´EED,Verlichting,226.0,20.278761061946902,22.23435401686102
9449,KIA,C´EED,Controlelampjes / dashboardmeldingen,116.0,24.474137931034484,26.610206555380632
9465,CITROEN,C3,Afgeslagen tijdens rijden,2194.0,25.086599817684593,27.596587144749087
9466,SAAB,9-3,Anders,715.0,24.04055944055944,26.52388084606302
9467,SAAB,9-3,Ruitenwisser / motor,78.0,18.08974358974359,20.07636561794047
9468,SAAB,9-3,Carrosserie,459.0,21.945533769063182,24.167892788884366
9469,SAAB,9-3,Controlelampjes / dashboardmeldingen,507.0,22.63905325443787,24.73804666168485
9471,MINI,MINI COUPÉ / ROADSTER,Koppeling,251.0,21.689243027888445,23.79514390068749
9472,MINI,MINI COUPÉ / ROADSTER,Stottert / verliest vermogen,470.0,26.342553191489362,28.77120527891493
9473,CITROEN,C3,Versnellingsbak,721.0,23.679611650485437,25.95585437625129
9474,CITROEN,C3,Koppeling,577.0,19.814558058925478,21.779734952524862
9475,BMW,X1,Controlelampjes / dashboardmeldingen,1268.0,24.474763406940063,26.72078669783583
9480,PORSCHE,PANAMERA,Accu,74.0,22.364864864864863,25.335914318754885
9481,PORSCHE,PANAMERA,Start niet,73.0,28.863013698630137,31.94727972441459
9484,PEUGEOT,307,Stottert / verliest vermogen,2638.0,26.81008339651251,29.20423841603874
9488,MAZDA,6,Start niet,1062.0,18.4030131826742,20.539501970009148
