,matched_merk,matched_handelsbenaming,symptoom,count_sleuteltijd_incident_merk,average_sleuteltijd_incident_merk,suggestie
1825,PEUGEOT,307,Controlelampjes / dashboardmeldingen,1466.0,23.392905866302865,25.616818407241126
1826,PEUGEOT,307,Afgeslagen tijdens rijden,3097.0,22.78721343235389,25.17568923691671
1827,PEUGEOT,307,Koppeling,810.0,19.717283950617283,21.756790485118067
1828,KIA,CARENS,Accu,749.0,17.487316421895862,19.574508524740747
1832,AUDI,A3,Afgeslagen tijdens rijden,1088.0,24.892463235294116,27.408918630249364
1834,AUDI,A3,Elektronica,274.0,25.78102189781022,28.32347779249507
1836,HYUNDAI,GETZ,Accu,3595.0,17.90848400556328,19.81675868635009
1837,PEUGEOT,207,Accu,4659.0,21.147456535737284,23.372057377032462
1840,VOLVO,V40,Slaat niet aan,73.0,19.73972602739726,21.889148536651238
1842,SEAT,MII,Accu,517.0,17.237911025145067,19.078795271533362
1843,AUDI,A6,Lekke band - geen reserve,1308.0,22.65749235474006,24.99803315422953
1844,AUDI,A4,Versnellingsbak,292.0,24.345890410958905,26.791906502850107
1845,KIA,C´EED,Start niet,914.0,19.112691466083152,21.246760628776364
1846,CITROEN,XSARA,Accu,4599.0,18.422700587084147,20.58666718346609
1847,MINI,MINI COUPÉ / ROADSTER,Afgeslagen tijdens rijden,362.0,24.646408839779006,27.144350739137796
1848,MINI,MINI COUPÉ / ROADSTER,Accu,1446.0,19.53042876901798,21.686167649649448
1849,MINI,MINI COUPÉ / ROADSTER,Lekke band - geen reserve,950.0,23.370526315789473,25.554611252104905
1850,MINI,MINI COUPÉ / ROADSTER,Versnellingsbak,191.0,22.722513089005236,24.894210941473183
1851,MINI,MINI COUPÉ / ROADSTER,Lekkage,190.0,27.510526315789473,30.12412352096038
1852,MINI,MINI COUPÉ / ROADSTER,Koelprobleem,459.0,27.607843137254903,30.06596254335414
1853,RENAULT,TWINGO,Accu,8798.0,18.868492839281654,20.908789789448612
1855,CITROEN,C5,Anders,547.0,25.073126142595978,27.48026760330261
1859,BMW,3 SERIES,Accu,715183.0,18.9029646957492,21.103820421994854
2029,BMW,3 SERIES,Lekke band - geen reserve,487697.0,22.030406174325453,24.16641386025818
2202,VOLKSWAGEN,TOURAN,Controlelampjes / dashboardmeldingen,677.0,23.72082717872969,25.977180902460525
2203,TOYOTA,AVENSIS,Afgeslagen tijdens rijden,386.0,25.927461139896373,28.562147005751243
2204,TOYOTA,AVENSIS,Lekke band,954.0,18.0125786163522,19.685420949928442
2377,VOLKSWAGEN,GOLF,Lekke band - geen reserve,14831.0,20.77668397275976,22.802434143734033
2380,VOLKSWAGEN,GOLF,Sleutel in voertuig,2047.0,18.419149975574012,20.573016024985666
2382,NISSAN,JUKE,Start niet,501.0,17.59680638722555,19.683894063884075
2383,FORD,FUSION,Koelprobleem,410.0,28.358536585365854,30.872680750045348
2384,FIAT,PANDA OLD,Start niet,1516.0,19.965699208443272,22.11260885606058
2385,FIAT,PANDA OLD,Afgeslagen tijdens rijden,444.0,25.076576576576578,27.40732182351746
2388,MAZDA,CX 5,Elektronica,62.0,27.822580645161292,30.842863415306176
2389,MAZDA,CX 5,Accu,773.0,16.073738680465716,17.712490942666523
2391,FORD,S-MAX,Accu,1411.0,19.953224663359318,22.322674211702868
2396,FIAT,500,Lekke band,2726.0,17.953411592076304,19.58604096496531
2397,FIAT,500,Koelprobleem,1384.0,36.00361271676301,39.24457792091084
2402,PEUGEOT,206,Bijgeluiden,1956.0,21.49846625766871,23.509648856481142
2404,PEUGEOT,206,Lekke band,4254.0,18.73037141513869,20.305862564941666
2405,RENAULT,KADJAR,Lekke band - geen reserve,233.0,20.454935622317596,22.483853690696154
2406,FORD,ECOSPORT,Lekke band - geen reserve,482.0,19.79045643153527,21.454386048980105
2407,TOYOTA,YARIS,Lekke band,4455.0,16.822446689113356,18.29278066989164
2408,TOYOTA,YARIS,Anders,909.0,20.543454345434544,22.772584058703792
2409,HONDA,HR-V,Accu,234.0,17.632478632478634,19.72105254082312
2411,MINI,MINI COOPER,Accu,164.0,22.0,24.43800431309603
2412,MINI,MINI COOPER,Afgeslagen tijdens rijden,105.0,26.98095238095238,29.42171034735328
2413,MINI,MINI COOPER,Carrosserie,77.0,22.12987012987013,24.53188622172642
2415,MINI,MINI COOPER,Lekkage,59.0,24.864406779661017,26.93603612850008
2418,VOLVO,V40,Anders,640.0,21.19375,23.353888028649305
2419,VOLVO,V40,Accu,3921.0,18.75490946187197,20.815054408590438
2421,VOLVO,V40,Afgeslagen tijdens rijden,828.0,26.316425120772948,29.010701079739093
2423,SEAT,LEON,Start niet,2504.0,21.6741214057508,24.017530219799283
2424,SEAT,LEON,Anders,634.0,23.34858044164038,25.53251546133016
2425,ALFA,ROMEO 4C,Lekke band,765.0,19.501960784313727,21.28131925554451
2426,ALFA,ROMEO 4C,Accu,1796.0,18.818485523385302,20.88312866551743
2430,VOLKSWAGEN,GOLF,Remmen,1408.0,24.531960227272727,26.91684922909423
2431,VOLKSWAGEN,GOLF,Lekke band,9636.0,18.088314653383147,19.737918920851577
2435,FIAT,500 ABARTH,Accu,192.0,20.291666666666668,22.54733143790583
2436,CHEVROLET,AVEO,Sleutel in voertuig,74.0,11.202702702702704,12.173538297025068
2437,CHEVROLET,AVEO,Accu,1340.0,17.438059701492538,19.40447047792439
2438,CITROEN,XSARA,Koppeling,975.0,22.573333333333334,25.022621123205745
2440,CITROEN,XSARA,Sloten,221.0,24.054298642533936,26.84609697088995
2441,PEUGEOT,207,Stottert / verliest vermogen,2731.0,27.09703405346027,29.447879037112624
2442,PEUGEOT,207,Lekke band - geen reserve,1438.0,20.082753824756605,21.9767304556897
2443,PEUGEOT,207,Sloten,348.0,18.32183908045977,20.61888264176375
2614,SKODA,FABIA,Start niet,4973.0,20.01065755077418,22.172055047150835
2616,FIAT,PANDA,Afgeslagen tijdens rijden,1089.0,26.236914600550964,28.742866103008453
2619,BMW,3 SERIES,Elektronica,52534.0,25.35906270224997,27.918002327617003
2879,PEUGEOT,107,Start niet,6350.0,19.79527559055118,21.881325371202657
2880,CITROEN,C1,Sleutel in voertuig,2577.0,10.996119518820334,12.171973101813599
2883,MG,ROVER ROVER 25,Accu,184.0,20.554347826086957,22.699570975139338
2885,VOLKSWAGEN,POLO,Anders,3890.0,22.026221079691517,24.279037940042084
2894,FORD,KA,Lekke band,3044.0,18.543363994743757,20.162715190160146
2899,TOYOTA,AYGO,Lekke band,3635.0,16.116643741403028,17.472594081941477
2900,TOYOTA,AYGO,Verkeerde brandstof,341.0,53.759530791788855,56.82238285285434
2909,VOLKSWAGEN,POLO,Stuurinrichting,883.0,25.07701019252548,27.61884768525824
2910,VOLKSWAGEN,POLO,Stottert / verliest vermogen,9875.0,25.365974683544305,27.64915287419302
2911,MITSUBISHI,GRANDIS,Bijgeluiden,54.0,22.555555555555557,24.989397149756044
2912,MITSUBISHI,GRANDIS,Start niet,340.0,20.235294117647058,22.183015326480582
2913,MITSUBISHI,GRANDIS,Accu,318.0,15.937106918238994,17.710705532503553
2914,KIA,RIO,Start niet,1540.0,19.73961038961039,22.059712549358984
2916,KIA,RIO,Accu,2335.0,16.259100642398288,18.091752867576677
2922,KIA,RIO,Sloten,204.0,19.279411764705884,21.761797152563915
2923,PEUGEOT,208,Versnellingsbak,251.0,22.46613545816733,24.513324163105274
2924,CITROEN,C1,Anders,799.0,18.58072590738423,20.574823470100938
2926,TOYOTA,YARIS,Lekke band - geen reserve,3312.0,19.095410628019323,20.86215616736441
2928,TOYOTA,AYGO,Stottert / verliest vermogen,1615.0,24.554798761609906,26.657541594357845
2931,TOYOTA,AYGO,Koppeling,953.0,22.123819517313745,24.37050504503782
2932,TOYOTA,AYGO,Bijgeluiden,952.0,20.25,22.355471129006254
2933,OPEL,CORSA,Carrosserie,1471.0,19.7675050985724,21.875806789884017
2934,LAND,ROVER RANGE ROVER LP,Accu,1024.0,19.552734375,22.10948820636274
2936,LAND,ROVER RANGE ROVER LP,Start niet,823.0,24.869987849331714,27.66937070966349
2937,LAND,ROVER RANGE ROVER LP,Stottert / verliest vermogen,144.0,28.07638888888889,30.53071800798135
2940,LAND,ROVER RANGE ROVER LP,Lekke band - geen reserve,137.0,24.35036496350365,26.578760597532856
2942,PEUGEOT,206,Lekke band - geen reserve,2965.0,20.30556492411467,22.27757777974567
2943,PEUGEOT,206,Koelprobleem,2926.0,26.474025974025974,28.836533647556898
2944,PEUGEOT,206,Elektronica,503.0,24.18489065606362,26.7238267416745
2946,PEUGEOT,206,Stottert / verliest vermogen,4162.0,24.597789524267178,26.86112622938176
2947,TOYOTA,C-HR,Start niet,717.0,16.05857740585774,17.80437029144685
2951,HYUNDAI,ATOS,Sleutel in voertuig,1921.0,10.571056741280582,11.705106543607618
2953,RENAULT,MÉGANE,Versnellingsbak,1253.0,22.494014365522744,24.742533067640498
2957,FIAT,PUNTO,Versnellingsbak,1579.0,22.718176060797973,24.94195735757585
2958,FIAT,PUNTO,Elektronica,271.0,24.328413284132843,26.67603213482873
2959,FIAT,PUNTO,Lekke band - geen reserve,2302.0,19.842745438748914,21.716952112766258
2960,HYUNDAI,I10,Accu,4044.0,16.294757665677547,18.07176993194393
2967,SEAT,MII,Start niet,571.0,18.75306479859895,21.032972883108773
2971,SAAB,9-5,Controlelampjes / dashboardmeldingen,267.0,24.071161048689138,26.36084211674805
2973,MINI,MINI COUPÉ / ROADSTER,Start niet,1040.0,22.49903846153846,24.915754186932748
2976,KIA,PICANTO,Koppeling,1265.0,26.94782608695652,29.5922116371524
2977,PEUGEOT,308,Stottert / verliest vermogen,3247.0,28.33939020634432,30.653115016110526
2978,PEUGEOT,308,Start niet,2966.0,21.5310182063385,23.89212589664659
2979,PEUGEOT,308,Lekke band,3241.0,17.93150262264733,19.51659549055021
2981,AUDI,A3,Anders,878.0,22.808656036446468,25.01063418717891
2983,AUDI,A3,Lekkage,674.0,26.624629080118694,29.07430556087778
2984,AUDI,A4,Start niet,3311.0,22.968589549984898,25.49358612499062
2987,TOYOTA,COROLLA,Controlelampjes / dashboardmeldingen,493.0,21.83367139959432,23.82853936990413
2990,AUDI,A4,Koelprobleem,497.0,26.72434607645875,29.193375122256576
2991,OPEL,CORSA,Vering / Wielophanging,43.0,19.6046511627907,21.352141056962495
2994,MERCEDES,GLE,Stottert / verliest vermogen,4731.0,27.526949904882688,30.011987989866142
2995,CITROEN,C3,Lekke band,3031.0,16.675354668426262,18.14932321782171
2996,CITROEN,C3,Koelprobleem,1311.0,26.68878718535469,29.129234845822356
3005,RENAULT,MÉGANE,Koppeling,1452.0,22.554407713498623,24.72448979268029
3006,AUDI,A1,Lekke band - geen reserve,1588.0,22.623425692695214,24.855915238743954
3008,TOYOTA,AYGO,Sleutel in voertuig,2455.0,10.531160896130347,11.669447820759727
3012,PEUGEOT,108,Accu,853.0,14.248534583821806,15.992962160554018
3013,PEUGEOT,108,Start niet,969.0,15.844169246646027,17.673282144414937
3015,PEUGEOT,108,Sleutel in voertuig,70.0,14.32857142857143,16.26602629680956
3020,RENAULT,MÉGANE,Controlelampjes / dashboardmeldingen,4416.0,23.6268115942029,25.84765551437392
3022,VOLKSWAGEN,POLO,Remmen,1530.0,18.225490196078432,20.19262153667392
3024,OPEL,INSIGNIA,Start niet,1446.0,19.57607192254495,21.709604735593327
3025,HYUNDAI,I40,Accu,184.0,16.14673913043478,18.15145809330708
3029,CITROEN,C1,Start niet,6034.0,19.745939675174014,21.929992728134916
3033,DAIHATSU,MATERIA,Start niet,142.0,17.887323943661972,19.886906234473855
3034,KIA,SOUL,Accu,344.0,18.386627906976745,20.51605898663116
3035,LAND,ROVER DISCOVERY,Elektronica,49.0,32.285714285714285,35.45854819249226
3036,LAND,ROVER DISCOVERY,Stottert / verliest vermogen,214.0,26.33177570093458,28.897148664619657
3037,FORD,B-MAX,Start niet,1078.0,18.244897959183675,20.292285792892244
3044,VOLKSWAGEN,POLO,Ruitenwisser / motor,521.0,22.30518234165067,24.713052334855945
3045,VOLVO,V60,Lekke band - geen reserve,10933.0,22.024695874874233,24.131790158529387
3049,OUD,OUD,Versnellingsbak,1981.0,25.71680969207471,28.211126255049912
3051,BMW,2 SERIES COUPÉ,Bijgeluiden,599.0,24.6661101836394,26.767482364664914
3064,PEUGEOT,307,Koelprobleem,1191.0,26.775818639798487,29.23784976318077
3065,PEUGEOT,307,Start niet,8804.0,20.447751022262608,22.67798910671326
3068,CHRYSLER,VOYAGER,Start niet,396.0,19.353535353535353,21.63105697101053
3069,CHRYSLER,VOYAGER,Versnellingsbak,53.0,23.339622641509433,25.068241770435247
3072,OPEL,CORSA,Lekke band - geen reserve,6222.0,18.616361298617807,20.402203439766257
3073,HONDA,CIVIC,Lekke band,1385.0,17.84332129963899,19.46129912755335
3075,AUDI,A3,Sloten,423.0,24.28368794326241,27.14190717251134
3076,AUDI,A3,Verlichting,300.0,21.286666666666665,23.39837578125025
3077,FORD,KA,Controlelampjes / dashboardmeldingen,1112.0,24.901978417266186,27.37017980566035
3085,HYUNDAI,ATOS,Accu,4610.0,17.24338394793926,19.11425095701283
3089,VOLVO,V60,Start niet,7202.0,24.97264648708692,27.380194512685506
3091,VOLVO,V60,Accu,3142.0,21.73074474856779,23.896858830353437
3105,TOYOTA,AURIS,Controlelampjes / dashboardmeldingen,240.0,23.395833333333332,25.536094341005608
3111,OUD,OUD,Bijgeluiden,2357.0,25.76834959694527,28.27387694798148
3113,NISSAN,MICRA,Slaat niet aan,173.0,21.583815028901736,23.887819102131264
3114,NISSAN,MICRA,Start niet,4523.0,20.137519345567103,22.345139307178393
3119,OPEL,MERIVA,Start niet,7594.0,20.76784303397419,22.985763100384716
3121,SUZUKI,IGNIS,Accu,1608.0,16.769278606965173,18.704157520859336
3122,SUZUKI,IGNIS,Start niet,736.0,18.27445652173913,20.322057605306625
3123,SUZUKI,IGNIS,Afgeslagen tijdens rijden,368.0,22.88586956521739,25.28156401536577
3124,AUDI,A1,Stottert / verliest vermogen,476.0,24.823529411764707,27.031475096922474
3130,OUD,OUD,Anders,3249.0,26.9378270236996,29.529896293311733
3131,FIAT,IDEA,Start niet,1649.0,21.323832625833838,23.633352044673067
3132,FIAT,IDEA,Versnellingsbak,318.0,23.836477987421382,26.224670999957656
3134,AUDI,A4,Sleutel in voertuig,350.0,24.748571428571427,27.712116492353577
3136,CITROEN,C3,Lekke band - geen reserve,1857.0,18.57727517501346,20.320817157226255
3138,VOLKSWAGEN,POLO,Geen brandstof,258.0,13.375968992248062,15.133456529135
3146,HYUNDAI,TUCSON,Lekkage,58.0,27.810344827586206,30.299234386027837
3147,SUZUKI,BALENO,Accu,249.0,16.46987951807229,18.553964315826097
3148,SUZUKI,BALENO,Koelprobleem,30.0,22.9,24.625326056141272
3149,SUZUKI,BALENO,Start niet,149.0,18.16778523489933,20.194353897931062
3150,SUZUKI,IGNIS,Lekke band,454.0,16.11453744493392,17.590672837772228
3152,FIAT,PANDA,Lekke band - geen reserve,784.0,17.158163265306122,18.699289027095976
3153,FIAT,PANDA,Start niet,5724.0,22.697763801537388,24.963025801087888
3154,FIAT,PANDA OLD,Versnellingsbak,200.0,23.315,25.462361343883707
3156,VOLKSWAGEN,CC,Accu,615.0,18.334959349593497,20.291066658410397
3157,VOLKSWAGEN,CC,Start niet,436.0,22.341743119266056,24.75406150916321
3161,CITROEN,C1,Verkeerde brandstof,308.0,54.77272727272727,57.76871919106926
3162,PEUGEOT,508,Start niet,1100.0,20.841818181818184,23.151967233842235
3163,VOLKSWAGEN,TOURAN,Slaat niet aan,99.0,23.161616161616163,25.63145838202054
3166,VOLKSWAGEN,TOURAN,Verlichting,466.0,18.51716738197425,20.62671208129512
3167,OPEL,CORSA,Koppeling,1420.0,22.014788732394365,24.10133081592184
3169,FIAT,PUNTO,Anders,1587.0,22.349086326402016,24.541866328026487
3170,FIAT,PUNTO,Ruitenwisser / motor,384.0,20.450520833333332,22.47240427633046
3176,FORD,ECOSPORT,Accu,214.0,15.822429906542055,17.54430405958595
3179,BMW,X5,Anders,813.0,26.33210332103321,28.901288244858993
3180,BMW,X5,Stottert / verliest vermogen,1237.0,28.042845594179468,30.634687944539007
3181,FIAT,PUNTO,Afgeslagen tijdens rijden,2169.0,24.76855693868142,27.176737075873262
3184,AUDI,A4,Anders,777.0,24.84942084942085,27.22243306705346
3185,PEUGEOT,206,Koppeling,2586.0,20.991105955143077,23.182771008239452
3186,CITROEN,C4,Lekke band - geen reserve,2174.0,20.818767249310028,22.800312148989452
3188,OPEL,COMBO,Accu,350.0,17.18,19.20608869174562
3189,VOLVO,S60,Lekke band - geen reserve,999.0,22.07007007007007,24.141082582173805
3190,PEUGEOT,307,Lekke band,3694.0,18.234975636166755,19.919788649293945
3199,CITROEN,DS 3,Koppeling,82.0,18.4390243902439,19.973461956580977
3286,SUZUKI,SWIFT,Accu,6351.0,17.21650133837191,19.100514457081946
3287,FIAT,500,Accu,4571.0,19.189236490921022,21.232210225841396
3290,OPEL,INSIGNIA,Verlichting,113.0,21.504424778761063,24.1090747676224
3293,OPEL,MOKKA,Koelprobleem,319.0,26.329153605015673,28.70027166693238
3295,SEAT,LEON,Lekke band,1287.0,18.027972027972027,19.687714541743276
3298,SEAT,LEON,Stottert / verliest vermogen,1502.0,25.35619174434088,27.60385688003396
3299,SKODA,FABIA,Bijgeluiden,818.0,21.144254278728607,23.183381040281635
3301,SKODA,FABIA,Lekke band,2870.0,16.950174216027875,18.420833247650013
3302,NISSAN,QASHQAI,Lekke band - geen reserve,1574.0,21.283989834815756,23.367475634706118
3304,OPEL,INSIGNIA,Stottert / verliest vermogen,938.0,24.85287846481876,27.0561210028913
3306,TOYOTA,C-HR,Accu,568.0,15.57218309859155,17.18627088574601
3312,PEUGEOT,206,Uitlaat,572.0,18.41958041958042,20.251234025269387
3320,TOYOTA,AYGO,Afgeslagen tijdens rijden,1152.0,22.71527777777778,25.216240885051533
3321,MERCEDES,GLE,Carrosserie,2990.0,24.902675585284282,27.496725205482218
3322,RENAULT,MÉGANE,Bijgeluiden,1932.0,23.318840579710145,25.549990500424318
3327,VOLVO,V90,Versnellingsbak,790.0,24.508860759493672,26.91537187721873
3332,VOLVO,S60,Anders,274.0,23.10948905109489,25.448915497577026
3333,HONDA,CIVIC,Lekke band - geen reserve,944.0,19.69279661016949,21.59175276085554
3334,LANCIA,THEMA,Start niet,43.0,24.46511627906977,27.727622245765346
3335,LANCIA,THEMA,Accu,53.0,18.150943396226417,19.973018661647473
3339,PEUGEOT,308,Lekke band - geen reserve,2382.0,20.010495382031905,21.898056801616374
3426,SEAT,AROSA,Anders,208.0,21.71153846153846,23.994811577133994
3428,PEUGEOT,308,Stuurinrichting,86.0,24.58139534883721,27.519203515866735
3429,VOLKSWAGEN,VENTO,Start niet,43.0,20.6046511627907,22.892461922685342
3430,HONDA,CIVIC,Sloten,232.0,23.663793103448278,26.32014623031547
3433,SAAB,9-3,Lekke band,1897.0,18.492883500263574,20.0994543404829
3437,VOLVO,V90,Lekkage,1865.0,27.387131367292227,29.877525579469985
3438,HYUNDAI,I10,Start niet,2273.0,17.36515618125825,19.31339546719812
3439,HYUNDAI,I10,Bijgeluiden,323.0,21.70278637770898,24.080753970287475
3440,BMW,X5,Sleutel in voertuig,379.0,29.643799472295516,32.62452039149283
3443,VOLVO,V90,Lekke band,6224.0,18.297397172236504,19.89754112020786
3449,FORD,FOCUS C-MAX,Bijgeluiden,2277.0,22.40316205533597,24.573978506157584
3450,FORD,FOCUS C-MAX,Carrosserie,1306.0,20.60719754977029,22.766457849131417
3452,FORD,FOCUS C-MAX,Raammechaniek,445.0,21.67865168539326,23.97430394201408
3456,SKODA,FABIA,Ruitenwisser / motor,159.0,23.59119496855346,26.067084557615285
3471,VOLKSWAGEN,TRANSPORTER T2,Lekkage,72.0,29.166666666666668,32.22110236983489
3472,VOLKSWAGEN,TRANSPORTER T2,Lekke band,391.0,21.342710997442456,23.064004284586147
3473,TOYOTA,YARIS,Remmen,245.0,20.114285714285714,22.034858118715118
3476,OPEL,ASTRA,Versnellingsbak,1071.0,21.357609710550886,23.536041753707977
3477,FORD,FOCUS C-MAX,Verlichting,2111.0,19.44149692089057,21.363240403776285
3480,FORD,FOCUS C-MAX,Stuurinrichting,1053.0,24.97150997150997,27.243197960772925
3484,OPEL,INSIGNIA,Sloten,169.0,17.91715976331361,19.984988601280534
3486,SKODA,OCTAVIA,Lekke band,1480.0,17.73310810810811,19.29971050453789
3490,VOLVO,S60,Carrosserie,186.0,19.747311827956988,21.72653537522081
3497,TOYOTA,PRIUS,Start niet,5455.0,18.578185151237395,20.633208381929443
3501,TOYOTA,PRIUS,Accu,12774.0,16.93212775951151,18.795382637748013
3505,BMW,1 SERIES,Start niet,18080.0,23.584402654867258,26.249716572907595
3531,OPEL,CROSSLAND X,Lekke band - geen reserve,870.0,18.5367816091954,20.241436532865674
3536,HYUNDAI,GETZ,Anders,291.0,20.673539518900345,22.90598806695914
3538,HYUNDAI,GETZ,Elektronica,87.0,21.126436781609197,23.518991140294123
3539,HYUNDAI,GETZ,Start niet,1846.0,19.54062838569881,21.560850701619707
3540,HYUNDAI,GETZ,Verlichting,163.0,17.56441717791411,19.490339526197015
3541,HYUNDAI,GETZ,Sloten,95.0,17.010526315789473,18.932148146204224
3542,HYUNDAI,GETZ,Stottert / verliest vermogen,384.0,20.9609375,22.999795853312637
3545,TOYOTA,STARLET,Sleutel in voertuig,1138.0,11.344463971880492,12.51848158278735
3553,PEUGEOT,308,Anders,1128.0,24.52304964539007,26.906385484365863
3554,OPEL,MOKKA,Anders,120.0,27.241666666666667,29.706954780294218
3555,PEUGEOT,107,Verlichting,881.0,19.633371169125994,21.59296239069481
3561,FORD,FUSION,Start niet,2302.0,19.655951346655083,21.760996305249606
3563,VOLKSWAGEN,UP!,Accu,3471.0,17.666666666666668,19.66751338944909
3565,OPEL,KARL,Accu,1036.0,16.401544401544403,18.192736362762925
3567,OPEL,CORSA,Koelprobleem,2849.0,26.875043875043875,29.317645788711218
